system:index,CLOUD_COVER,CLOUD_COVER_LAND,EARTH_SUN_DISTANCE,ESPA_VERSION,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,IMAGE_QUALITY_OLI,IMAGE_QUALITY_TIRS,LANDSAT_ID,LEVEL1_PRODUCTION_DATE,NDVI,PIXEL_QA_VERSION,SATELLITE,SENSING_TIME,SOLAR_AZIMUTH_ANGLE,SOLAR_ZENITH_ANGLE,SR_APP_VERSION,WRS_PATH,WRS_ROW,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_start,system:version,year,.geo
1_2_LE07_223066_20150130,1.0,1.0,0.985076,2_19_0c,6.06,3.368,5.038,,,LE07_L1TP_223066_20150130_20161029_01_T1,1.47775024E12,0.795836662747063,generate_pixel_qa_1.5.0,LANDSAT_7,2015-01-30T13:23:45.2483721Z,109.461983,32.196991,LEDAPS_3.2.0,223.0,66.0,319482849,[NDVI],<Element>,"LinearRing(-50.48750758006414,-9.354068072880683, -50.37008043146294,-9.371195244251629, -48.75651043132542,-9.60210594321029, -48.7465502020792,-9.602041243586555, -48.74311785564802,-9.600024036263699, -48.7338154183649,-9.557007404325983, -48.66362599311762,-9.229286138101445, -48.56268722684459,-8.756192980992179, -48.4618460779417,-8.2831317172923, -48.41747085161861,-8.073830137114475, -48.40112363950159,-7.996211462788254, -48.41142296632875,-7.987764896637824, -49.485795898365645,-7.834708522519295, -50.132449292170406,-7.741182995324648, -50.1403327480689,-7.748514420511018, -50.24419542587054,-8.222268381244755, -50.47640761926768,-9.281970867044548, -50.485634533410526,-9.32514106780588, -50.48752447097023,-9.34253753441546, -50.48750758006414,-9.354068072880683)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20150130,1.42262422525E12,1522144849400832,2015,"{""type"":""Polygon"",""coordinates"":[[[-50.48750758006414,-9.354068072880683],[-50.37008043146294,-9.371195244251629],[-48.75651043132542,-9.60210594321029],[-48.746550202079206,-9.602041243586553],[-48.74311785564802,-9.600024036263697],[-48.7338154183649,-9.557007404325985],[-48.66362599311762,-9.229286138101445],[-48.56268722684459,-8.756192980992179],[-48.4618460779417,-8.2831317172923],[-48.41747085161861,-8.073830137114475],[-48.40112363950159,-7.996211462788254],[-48.41142296632875,-7.987764896637824],[-49.485795898365645,-7.834708522519295],[-50.132449292170406,-7.741182995324648],[-50.14033274806891,-7.748514420511018],[-50.24419542587054,-8.222268381244753],[-50.47640761926768,-9.281970867044546],[-50.48563453341053,-9.325141067805879],[-50.48752447097023,-9.34253753441546],[-50.48750758006414,-9.354068072880683]]]}"
1_2_LE07_223066_20150215,12.0,12.0,0.987719,2_19_0c,4.177,2.855,3.049,,,LE07_L1TP_223066_20150215_20161029_01_T1,1.477720385E12,0.8054684674435486,generate_pixel_qa_1.5.0,LANDSAT_7,2015-02-15T13:23:47.0431430Z,100.079376,31.694149,LEDAPS_3.2.0,223.0,66.0,330405440,[NDVI],<Element>,"LinearRing(-50.47786859589745,-9.354541773684435, -50.39640466443343,-9.366459629757129, -48.74819376923004,-9.603136516437987, -48.73862040807455,-9.603074063360978, -48.73519023336532,-9.601058045205207, -48.730655348947906,-9.581585231446939, -48.67211312905611,-9.307970355496554, -48.57447003796981,-8.850890448078253, -48.476921646263804,-8.393839713244605, -48.432801799290466,-8.186705160352675, -48.392630920397814,-7.9967937095197135, -48.402892251898635,-7.9883786162903085, -48.44383770723128,-7.982580480087539, -48.76580498796423,-7.936864116585007, -49.323035793179784,-7.857148981750809, -50.12605015713128,-7.740897748176011, -50.1337756734218,-7.756943197870994, -50.18394547078228,-7.980930038934687, -50.48097556444089,-9.342275339653149, -50.47786859589745,-9.354541773684435)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20150215,1.42400662704E12,1522144850080177,2015,"{""type"":""Polygon"",""coordinates"":[[[-50.477868595897434,-9.354541773684435],[-50.39640466443343,-9.366459629757127],[-48.74819376923004,-9.603136516437987],[-48.73862040807455,-9.603074063360978],[-48.73519023336532,-9.601058045205209],[-48.7306553489479,-9.58158523144694],[-48.67211312905611,-9.307970355496554],[-48.57447003796982,-8.850890448078253],[-48.476921646263804,-8.393839713244605],[-48.432801799290466,-8.186705160352675],[-48.392630920397814,-7.9967937095197135],[-48.402892251898635,-7.9883786162903085],[-48.44383770723128,-7.982580480087541],[-48.76580498796424,-7.936864116585008],[-49.323035793179784,-7.857148981750809],[-50.12605015713129,-7.740897748176011],[-50.133775673421795,-7.756943197870994],[-50.18394547078228,-7.980930038934687],[-50.4809755644409,-9.342275339653147],[-50.477868595897434,-9.354541773684435]]]}"
1_2_LE07_223066_20150623,1.0,1.0,1.01636,2_19_0c,5.009,3.663,3.417,,,LE07_L1TP_223066_20150623_20161025_01_T1,1.477354683E12,0.7076820635313946,generate_pixel_qa_1.5.0,LANDSAT_7,2015-06-23T13:24:41.7602027Z,40.675426,42.701538,LEDAPS_3.2.0,223.0,66.0,286329273,[NDVI],<Element>,"LinearRing(-48.726833611085,-9.60522834516572, -48.724799170183076,-9.6023029688165, -48.72126544437161,-9.594060295115545, -48.69703380041201,-9.481545310447554, -48.60306462265882,-9.042625399579636, -48.46122710995097,-8.379099268436153, -48.410806469501146,-8.142603955579519, -48.380400683502906,-7.999544102068074, -48.38130489818603,-7.991608062190716, -48.81240645298831,-7.928561049686296, -50.111253648891534,-7.735754682701218, -50.11910257605666,-7.741651798092415, -50.342150343853255,-8.758885187975036, -50.44779124865683,-9.241227643432453, -50.45863780578029,-9.292529862380364, -50.4637888446615,-9.31886390116193, -50.46794452871879,-9.344983758955356, -50.464137185832,-9.348753735304765, -48.726833611085,-9.60522834516572)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20150623,1.43506588176E12,1522144852863408,2015,"{""type"":""Polygon"",""coordinates"":[[[-48.726833611085006,-9.60522834516572],[-48.724799170183076,-9.6023029688165],[-48.7212654443716,-9.594060295115543],[-48.69703380041201,-9.481545310447554],[-48.60306462265883,-9.042625399579634],[-48.46122710995096,-8.379099268436153],[-48.410806469501146,-8.142603955579519],[-48.38040068350291,-7.999544102068074],[-48.38130489818603,-7.991608062190716],[-48.81240645298831,-7.928561049686296],[-50.111253648891534,-7.735754682701218],[-50.119102576056655,-7.741651798092415],[-50.34215034385325,-8.758885187975038],[-50.447791248656834,-9.24122764343245],[-50.45863780578029,-9.292529862380364],[-50.46378884466151,-9.318863901161931],[-50.46794452871879,-9.344983758955356],[-50.464137185832,-9.348753735304765],[-48.726833611085006,-9.60522834516572]]]}"
1_2_LE07_223066_20150725,1.0,1.0,1.015754,2_19_0c,4.737,3.238,3.457,,,LE07_L1TP_223066_20150725_20161023_01_T1,1.477216959E12,0.6588780263948857,generate_pixel_qa_1.5.0,LANDSAT_7,2015-07-25T13:24:50.6303701Z,45.822014,40.82526,LEDAPS_3.2.0,223.0,66.0,297573412,[NDVI],<Element>,"LinearRing(-48.72809219943935,-9.600197801077805, -48.72408381280998,-9.58270370713927, -48.61818093223959,-9.087188708796496, -48.43524770734753,-8.229554892005291, -48.3856527666227,-7.996628196139528, -48.396118540600696,-7.988045724847214, -50.11915780959328,-7.741172553844278, -50.12589236285646,-7.748198712628682, -50.13454442593499,-7.783019944290253, -50.1520731485119,-7.860391081419373, -50.264878702667374,-8.37751399858388, -50.45325732177241,-9.238794347032723, -50.47115571132546,-9.324571784006794, -50.473866203349694,-9.341971761574264, -50.473568389844715,-9.353923159802656, -48.74197286745919,-9.602003967463142, -48.731551816358305,-9.602231253415932, -48.72809219943935,-9.600197801077805)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20150725,1.43783069063E12,1522144854159160,2015,"{""type"":""Polygon"",""coordinates"":[[[-48.72809219943936,-9.600197801077806],[-48.72408381280998,-9.582703707139272],[-48.61818093223959,-9.087188708796496],[-48.43524770734753,-8.229554892005291],[-48.3856527666227,-7.996628196139528],[-48.396118540600696,-7.988045724847214],[-50.11915780959328,-7.741172553844278],[-50.12589236285647,-7.74819871262868],[-50.13454442593499,-7.783019944290254],[-50.152073148511896,-7.860391081419373],[-50.264878702667374,-8.37751399858388],[-50.45325732177241,-9.238794347032723],[-50.47115571132546,-9.324571784006794],[-50.47386620334969,-9.341971761574264],[-50.473568389844715,-9.353923159802656],[-48.74197286745919,-9.602003967463142],[-48.731551816358305,-9.602231253415932],[-48.72809219943936,-9.600197801077806]]]}"
1_2_LE07_223066_20150927,4.0,4.0,1.002368,2_19_0c,4.77,3.216,3.523,,,LE07_L1TP_223066_20150927_20161019_01_T1,1.476850694E12,0.3429212802377791,generate_pixel_qa_1.5.0,LANDSAT_7,2015-09-27T13:25:03.7065372Z,76.209557,26.772572,LEDAPS_3.2.0,223.0,66.0,306473808,[NDVI],<Element>,"LinearRing(-49.49613011017134,-7.8355593640160315, -50.1385374498126,-7.7426357079495505, -50.14547516841701,-7.750139487708565, -50.15197172748265,-7.775457778916035, -50.4040608232879,-8.930475479944057, -50.48322146404811,-9.292292970105978, -50.49380883872083,-9.344178284367759, -50.49237179860775,-9.355743578622544, -50.18583384830157,-9.400318696695816, -48.761149813697365,-9.603761418572326, -48.75093080487428,-9.603976852116283, -48.74720507903112,-9.601954464707905, -48.73762897549709,-9.558659677801757, -48.61887276040004,-9.002736881378098, -48.50026710181347,-8.446855480690974, -48.4120186760988,-8.032859237728076, -48.404862664676095,-7.997954390172135, -48.41507387526658,-7.989579977800313, -49.49613011017134,-7.8355593640160315)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20150927,1.44336030371E12,1522144855932281,2015,"{""type"":""Polygon"",""coordinates"":[[[-49.49613011017134,-7.835559364016033],[-50.138537449812596,-7.7426357079495505],[-50.14547516841701,-7.750139487708565],[-50.15197172748265,-7.775457778916035],[-50.40406082328789,-8.930475479944059],[-50.48322146404811,-9.292292970105978],[-50.49380883872084,-9.344178284367759],[-50.492371798607756,-9.355743578622544],[-50.18583384830157,-9.400318696695816],[-48.76114981369737,-9.603761418572326],[-48.75093080487428,-9.603976852116283],[-48.747205079031126,-9.601954464707903],[-48.737628975497095,-9.558659677801757],[-48.61887276040003,-9.002736881378098],[-48.500267101813456,-8.446855480690974],[-48.412018676098796,-8.032859237728076],[-48.404862664676095,-7.997954390172133],[-48.41507387526657,-7.989579977800314],[-49.49613011017134,-7.835559364016033]]]}"
1_2_LE07_223066_20160218,0.0,0.0,0.988273,2_19_0c,8.358,4.262,7.19,,,LE07_L1TP_223066_20160218_20161015_01_T1,1.476497163E12,0.7901900603657841,generate_pixel_qa_1.5.0,LANDSAT_7,2016-02-18T13:26:57.9582178Z,98.321884,30.828232,LEDAPS_3.2.0,223.0,66.0,317520459,[NDVI],<Element>,"LinearRing(-48.73302195594871,-9.59861765100305, -48.70676919667599,-9.476679967560665, -48.65697282990774,-9.244968689741725, -48.59981237170555,-8.977534133293757, -48.50409099160432,-8.529297921657976, -48.395779614269294,-8.020286240924142, -48.39047174204144,-7.994339395785842, -48.40069352742633,-7.985956802472102, -50.125825196447295,-7.738328633242456, -50.13297240179754,-7.745773136534099, -50.175871183245974,-7.9350572021339465, -50.426199170642384,-9.081104236447358, -50.46523895096459,-9.262147739959453, -50.47608753953692,-9.31399127120333, -50.48125139444391,-9.339834667328118, -50.47838053379281,-9.351732392278223, -50.3301746516831,-9.373385650043003, -48.74684162367585,-9.60041623210535, -48.73673999567255,-9.600350337527754, -48.73302195594871,-9.59861765100305)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160218,1.45580201796E12,1538942682614976,2016,"{""type"":""Polygon"",""coordinates"":[[[-48.7330219559487,-9.59861765100305],[-48.70676919667599,-9.476679967560665],[-48.656972829907744,-9.244968689741725],[-48.599812371705546,-8.977534133293757],[-48.50409099160433,-8.529297921657976],[-48.395779614269294,-8.020286240924142],[-48.39047174204144,-7.994339395785841],[-48.40069352742633,-7.985956802472102],[-50.125825196447295,-7.738328633242454],[-50.13297240179753,-7.745773136534101],[-50.175871183245974,-7.935057202133945],[-50.426199170642384,-9.08110423644736],[-50.4652389509646,-9.262147739959453],[-50.47608753953691,-9.313991271203328],[-50.48125139444391,-9.339834667328118],[-50.47838053379281,-9.351732392278223],[-50.3301746516831,-9.373385650043003],[-48.74684162367585,-9.60041623210535],[-48.736739995672544,-9.600350337527756],[-48.7330219559487,-9.59861765100305]]]}"
1_2_LE07_223066_20160422,5.0,5.0,1.005357,2_19_0c,6.581,3.304,5.691,,,LE07_L1TP_223066_20160422_20161012_01_T1,1.476259993E12,0.7859205141667541,generate_pixel_qa_1.5.0,LANDSAT_7,2016-04-22T13:27:24.7331457Z,52.337227,34.307384,LEDAPS_3.2.0,223.0,66.0,320927543,[NDVI],<Element>,"LinearRing(-50.47988243734995,-9.335444533081764, -50.48096664635254,-9.343888301682302, -50.480390288019194,-9.355818014532451, -50.19267060554851,-9.397621178731768, -48.74842856847553,-9.603680288685501, -48.73752822425153,-9.6036091931253, -48.73432557842902,-9.601848167296648, -48.712080058429855,-9.498298811650445, -48.65858866825527,-9.248232710680231, -48.50755569290039,-8.540978096979066, -48.41930657032072,-8.127248602107947, -48.39180928355572,-7.99759942281672, -48.402372948371145,-7.989171227652182, -50.12708277425094,-7.74227484031235, -50.13299139266089,-7.750062450432756, -50.14295959069966,-7.792536354294428, -50.211474622951584,-8.102544382358907, -50.28331036390423,-8.429916520161072, -50.44319144127376,-9.161098904733022, -50.473376319043076,-9.300421242912591, -50.47988243734995,-9.335444533081764)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160422,1.46133164473E12,1522144863018416,2016,"{""type"":""Polygon"",""coordinates"":[[[-50.47988243734995,-9.335444533081764],[-50.48096664635254,-9.343888301682302],[-50.48039028801919,-9.355818014532451],[-50.19267060554851,-9.397621178731768],[-48.74842856847553,-9.603680288685503],[-48.73752822425152,-9.6036091931253],[-48.73432557842903,-9.601848167296648],[-48.71208005842986,-9.498298811650447],[-48.65858866825528,-9.248232710680231],[-48.50755569290039,-8.540978096979064],[-48.41930657032073,-8.127248602107949],[-48.39180928355572,-7.99759942281672],[-48.402372948371145,-7.989171227652182],[-50.12708277425094,-7.742274840312351],[-50.13299139266089,-7.750062450432756],[-50.14295959069966,-7.792536354294428],[-50.211474622951584,-8.102544382358905],[-50.28331036390423,-8.429916520161072],[-50.44319144127376,-9.161098904733022],[-50.473376319043076,-9.300421242912593],[-50.47988243734995,-9.335444533081764]]]}"
1_2_LE07_223066_20160508,0.0,0.0,1.009427,2_19_0c,4.21,2.985,2.969,,,LE07_L1TP_223066_20160508_20161011_01_T1,1.476217265E12,0.7822760571644058,generate_pixel_qa_1.5.0,LANDSAT_7,2016-05-08T13:27:29.0841448Z,45.404427,37.017891,LEDAPS_3.2.0,223.0,66.0,286824081,[NDVI],<Element>,"LinearRing(-50.193653295385566,-8.027348349313092, -50.21254318665212,-8.113128883220929, -50.29762487910614,-8.500762399693677, -50.464957353585696,-9.267573007190649, -50.4741802742566,-9.31045958349043, -50.47960874426262,-9.33680721511154, -50.48014973911824,-9.345895023502635, -50.47674521994683,-9.349572798189786, -48.73726014254318,-9.606311716454933, -48.73192076490371,-9.594963234544862, -48.71866680400624,-9.534675272733484, -48.569385177661694,-8.8364880986439, -48.39096161940482,-8.000280618019165, -48.393067593672356,-7.992103890908655, -50.12406257557948,-7.736275965059255, -50.129437928919174,-7.742509981924555, -50.134591041090125,-7.759679310324319, -50.193653295385566,-8.027348349313092)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160508,1.46271404908E12,1538942684072612,2016,"{""type"":""Polygon"",""coordinates"":[[[-50.193653295385566,-8.027348349313092],[-50.21254318665212,-8.113128883220929],[-50.29762487910614,-8.500762399693677],[-50.464957353585696,-9.26757300719065],[-50.4741802742566,-9.31045958349043],[-50.47960874426263,-9.336807215111541],[-50.48014973911825,-9.345895023502635],[-50.47674521994683,-9.349572798189786],[-48.73726014254318,-9.606311716454934],[-48.73192076490371,-9.594963234544863],[-48.71866680400624,-9.534675272733484],[-48.56938517766169,-8.8364880986439],[-48.39096161940482,-8.000280618019165],[-48.393067593672356,-7.992103890908654],[-50.12406257557948,-7.736275965059255],[-50.12943792891917,-7.742509981924555],[-50.13459104109013,-7.759679310324319],[-50.193653295385566,-8.027348349313092]]]}"
1_2_LE07_223066_20160524,0.0,0.0,1.012786,2_19_0c,5.491,3.183,4.474,,,LE07_L1TP_223066_20160524_20161010_01_T1,1.476095475E12,0.7488972600126659,generate_pixel_qa_1.5.0,LANDSAT_7,2016-05-24T13:27:32.5426837Z,41.314541,39.590179,LEDAPS_3.2.0,223.0,66.0,299337488,[NDVI],<Element>,"LinearRing(-50.47710941722513,-9.352690732063605, -50.26811037648946,-9.383133913375259, -48.743392708403135,-9.601199126870613, -48.73259385711915,-9.60141051905138, -48.729948036954134,-9.599045159124863, -48.705872590582494,-9.487141450592958, -48.65609125377477,-9.254452386155114, -48.50533462727205,-8.54747038870656, -48.402569504826026,-8.064518448166426, -48.388017852712395,-7.995135331045109, -48.39844920122778,-7.98681284628212, -50.12494882286002,-7.739329292293301, -50.13052647535004,-7.746872197546148, -50.19282865179708,-8.031417274154139, -50.30598851250414,-8.548262054800842, -50.35277994861008,-8.763245494437262, -50.44460028672362,-9.18586962195289, -50.47296661207549,-9.317598979406316, -50.47770405378457,-9.340941884670602, -50.47710941722513,-9.352690732063605)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160524,1.46409645254E12,1538942686347821,2016,"{""type"":""Polygon"",""coordinates"":[[[-50.47710941722514,-9.352690732063607],[-50.26811037648945,-9.38313391337526],[-48.74339270840313,-9.601199126870613],[-48.732593857119156,-9.601410519051381],[-48.729948036954134,-9.599045159124863],[-48.705872590582494,-9.487141450592958],[-48.65609125377477,-9.254452386155116],[-48.50533462727205,-8.54747038870656],[-48.402569504826026,-8.064518448166424],[-48.3880178527124,-7.995135331045109],[-48.39844920122778,-7.98681284628212],[-50.12494882286001,-7.7393292922932995],[-50.13052647535004,-7.746872197546146],[-50.19282865179708,-8.031417274154139],[-50.305988512504136,-8.548262054800842],[-50.35277994861007,-8.763245494437262],[-50.44460028672362,-9.185869621952891],[-50.47296661207549,-9.317598979406313],[-50.47770405378457,-9.340941884670602],[-50.47710941722514,-9.352690732063607]]]}"
1_2_LE07_223066_20160625,0.0,0.0,1.016498,2_19_0c,4.573,3.095,3.367,,,LE07_L1TP_223066_20160625_20161208_01_T1,1.481221179E12,0.7431963861876467,generate_pixel_qa_1.5.0,LANDSAT_7,2016-06-25T13:27:39.3237280Z,40.16375,42.278187,LEDAPS_3.2.0,223.0,66.0,285314477,[NDVI],<Element>,"LinearRing(-48.4231304066582,-8.16739559497804, -48.38638927083227,-7.9945831423810425, -48.39680515647953,-7.986273007735303, -50.12472088462909,-7.738215367139205, -50.128079078109344,-7.745793914304612, -50.13133403059203,-7.754505570675322, -50.138223758773776,-7.782536407864743, -50.158846525263804,-7.875057386047354, -50.27220906168441,-8.391637128610054, -50.35494880959617,-8.770846485596099, -50.47145698522948,-9.30502965953558, -50.476612720536274,-9.33138156359829, -50.47717191890172,-9.351578889182951, -48.74190183804592,-9.600655179354339, -48.73207995898517,-9.600590932309007, -48.72859610233887,-9.598543270181143, -48.71885989028946,-9.55329179268729, -48.654730319802255,-9.25390121106212, -48.53886794730949,-8.710626671352546, -48.4231304066582,-8.16739559497804)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160625,1.46686125932E12,1538942840563828,2016,"{""type"":""Polygon"",""coordinates"":[[[-48.4231304066582,-8.16739559497804],[-48.38638927083227,-7.9945831423810425],[-48.39680515647953,-7.986273007735303],[-50.12472088462909,-7.738215367139205],[-50.128079078109344,-7.745793914304614],[-50.13133403059203,-7.75450557067532],[-50.13822375877378,-7.782536407864743],[-50.1588465252638,-7.875057386047354],[-50.272209061684414,-8.391637128610054],[-50.35494880959617,-8.770846485596099],[-50.47145698522948,-9.305029659535577],[-50.476612720536274,-9.33138156359829],[-50.47717191890172,-9.351578889182951],[-48.74190183804592,-9.600655179354339],[-48.73207995898516,-9.600590932309007],[-48.72859610233886,-9.598543270181144],[-48.71885989028946,-9.55329179268729],[-48.654730319802255,-9.253901211062121],[-48.538867947309484,-8.710626671352546],[-48.4231304066582,-8.16739559497804]]]}"
1_2_LE07_223066_20160711,0.0,0.0,1.016593,2_19_0c,5.141,3.353,3.897,,,LE07_L1TP_223066_20160711_20161009_01_T1,1.476030237E12,0.7212536684717609,generate_pixel_qa_1.5.0,LANDSAT_7,2016-07-11T13:27:38.5181369Z,42.287746,41.767273,LEDAPS_3.2.0,223.0,66.0,291093224,[NDVI],<Element>,"LinearRing(-50.45120782301706,-9.356874329729566, -50.39600721044143,-9.364924670648712, -50.20087714131747,-9.393298653929648, -48.729222578403444,-9.603554729089714, -48.71812553792099,-9.603481749108862, -48.715239231382945,-9.601737006218658, -48.70223317155942,-9.541345062253654, -48.518367171334866,-8.67904420762406, -48.389986437321014,-8.075553424878814, -48.373579359776826,-7.997717301546419, -48.383913410410834,-7.989292022697518, -48.617512201235066,-7.956232286577081, -49.1194454347223,-7.884765975695365, -50.108639552861206,-7.742058090408435, -50.10999035902384,-7.742060885128203, -50.11745853835113,-7.749264024167206, -50.3248059967662,-8.696989708670284, -50.43718295196748,-9.21407784694731, -50.464306899307,-9.343053782110792, -50.46233672098502,-9.355233785427377, -50.45120782301706,-9.356874329729566)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160711,1.46824365852E12,1538942842168909,2016,"{""type"":""Polygon"",""coordinates"":[[[-50.45120782301705,-9.356874329729566],[-50.39600721044144,-9.364924670648712],[-50.20087714131746,-9.393298653929646],[-48.729222578403444,-9.603554729089714],[-48.71812553792099,-9.603481749108862],[-48.715239231382945,-9.601737006218658],[-48.70223317155942,-9.541345062253654],[-48.518367171334866,-8.67904420762406],[-48.389986437321014,-8.075553424878816],[-48.373579359776826,-7.997717301546417],[-48.38391341041083,-7.989292022697518],[-48.617512201235066,-7.956232286577083],[-49.119445434722294,-7.884765975695365],[-50.108639552861206,-7.742058090408435],[-50.10999035902385,-7.742060885128205],[-50.11745853835114,-7.749264024167206],[-50.3248059967662,-8.696989708670284],[-50.43718295196748,-9.21407784694731],[-50.464306899307005,-9.34305378211079],[-50.46233672098502,-9.355233785427375],[-50.45120782301705,-9.356874329729566]]]}"
1_2_LE07_223066_20160727,0.0,0.0,1.015479,2_19_0c,5.529,4.018,3.798,,,LE07_L1TP_223066_20160727_20161008_01_T1,1.47589986E12,0.6727451554333869,generate_pixel_qa_1.5.0,LANDSAT_7,2016-07-27T13:27:41.6004061Z,45.833302,39.900608,LEDAPS_3.2.0,223.0,66.0,296752824,[NDVI],<Element>,"LinearRing(-48.378449798610674,-8.008245293595733, -48.376853090402726,-7.99944745667296, -48.37748207035653,-7.991392181865265, -50.11079481683326,-7.734973290628199, -50.11693007070033,-7.741397751225268, -50.12315068418952,-7.767259541437735, -50.1331279387128,-7.810697056604477, -50.312112426142825,-8.629132172201851, -50.44940402683028,-9.257781099759033, -50.46622190864595,-9.33541688968176, -50.467599637912265,-9.344262080627283, -50.462998279218965,-9.347963792978737, -48.722204425158175,-9.605324493940849, -48.71685637490214,-9.59395608806647, -48.705776720665575,-9.54245302586077, -48.60809837468314,-9.085631576037356, -48.510523484209294,-8.628837505499225, -48.378449798610674,-8.008245293595733)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160727,1.4696260616E12,1538942946568809,2016,"{""type"":""Polygon"",""coordinates"":[[[-48.37844979861068,-8.008245293595733],[-48.376853090402726,-7.99944745667296],[-48.37748207035652,-7.991392181865265],[-50.11079481683326,-7.7349732906282],[-50.11693007070033,-7.741397751225268],[-50.123150684189525,-7.767259541437735],[-50.133127938712796,-7.810697056604479],[-50.31211242614283,-8.629132172201853],[-50.44940402683028,-9.257781099759034],[-50.466221908645956,-9.335416889681762],[-50.46759963791227,-9.344262080627281],[-50.46299827921897,-9.347963792978737],[-48.722204425158175,-9.60532449394085],[-48.71685637490214,-9.59395608806647],[-48.705776720665575,-9.54245302586077],[-48.60809837468314,-9.085631576037356],[-48.510523484209294,-8.628837505499224],[-48.37844979861068,-8.008245293595733]]]}"
1_2_LE07_223066_20160812,0.0,0.0,1.013232,2_19_0c,4.353,3.095,3.061,,,LE07_L1TP_223066_20160812_20161007_01_T1,1.475851441E12,0.5655397435704731,generate_pixel_qa_1.5.0,LANDSAT_7,2016-08-12T13:27:42.7449136Z,50.786793,36.871712,LEDAPS_3.2.0,223.0,66.0,352753062,[NDVI],<Element>,"LinearRing(-50.35310569029939,-9.369461618756622, -50.2096268589138,-9.3903338031918, -48.73010385472772,-9.601933714629828, -48.721148331388214,-9.601874796291257, -48.717405823751484,-9.599842858912558, -48.69145122489545,-9.479183681095412, -48.649091852405945,-9.280977347838654, -48.51103282038109,-8.634263039708118, -48.37523260394637,-7.995596771979635, -48.38571808776664,-7.987231507309926, -48.50266427842794,-7.9706980020088105, -49.46594270739048,-7.833280383538038, -50.11063965095621,-7.739998496825783, -50.11827784491367,-7.7473656194141025, -50.13959453069685,-7.841643428042324, -50.45998230953967,-9.306916326462273, -50.46404345306612,-9.332444724993705, -50.46486038465301,-9.341522516238841, -50.464266897065265,-9.35324012292187, -50.35310569029939,-9.369461618756622)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20160812,1.47100846274E12,1538942948400461,2016,"{""type"":""Polygon"",""coordinates"":[[[-50.353105690299394,-9.369461618756622],[-50.2096268589138,-9.390333803191798],[-48.73010385472773,-9.601933714629826],[-48.72114833138822,-9.601874796291256],[-48.717405823751484,-9.599842858912558],[-48.69145122489545,-9.47918368109541],[-48.649091852405945,-9.280977347838656],[-48.51103282038109,-8.634263039708118],[-48.37523260394637,-7.995596771979633],[-48.38571808776664,-7.987231507309926],[-48.50266427842794,-7.9706980020088105],[-49.46594270739049,-7.83328038353804],[-50.11063965095621,-7.739998496825783],[-50.11827784491368,-7.7473656194141025],[-50.13959453069685,-7.8416434280423255],[-50.45998230953967,-9.306916326462275],[-50.46404345306612,-9.332444724993705],[-50.46486038465301,-9.341522516238841],[-50.464266897065265,-9.353240122921868],[-50.353105690299394,-9.369461618756622]]]}"
