system:index,CLOUD_COVER,CLOUD_COVER_LAND,EARTH_SUN_DISTANCE,ESPA_VERSION,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,IMAGE_QUALITY_OLI,IMAGE_QUALITY_TIRS,LANDSAT_ID,LEVEL1_PRODUCTION_DATE,NDVI,PIXEL_QA_VERSION,SATELLITE,SENSING_TIME,SOLAR_AZIMUTH_ANGLE,SOLAR_ZENITH_ANGLE,SR_APP_VERSION,WRS_PATH,WRS_ROW,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_start,system:version,year,.geo
1_2_LE07_223066_20050915,6.0,6.0,1.005534,2_19_0c,5.801,3.009,4.96,,,LE07_L1TP_223066_20050915_20170113_01_T1,1.484340477E12,0.16954307777081865,generate_pixel_qa_1.5.0,LANDSAT_7,2005-09-15T13:14:09.0918063Z,70.062561,31.824837,LEDAPS_3.2.0,223.0,66.0,276675833,[NDVI],<Element>,"LinearRing(-48.78365331475377,-9.613126968149446, -48.78172032342867,-9.613114518727757, -48.780265773926274,-9.612235695174919, -48.77801478531643,-9.6099726072489, -48.65030141338314,-9.013648561402215, -48.555330351234495,-8.566225412647002, -48.45900356349526,-8.112051026951713, -48.434823728951855,-7.995851486581511, -48.43248154342254,-7.978463854407687, -48.43221973201635,-7.97109870002297, -48.80702263320213,-7.918227891234424, -49.13038210395715,-7.872338422688706, -50.09308760500716,-7.734156470687437, -50.095187574606896,-7.734160966417588, -50.137240865448106,-7.927111228197125, -50.41120962038016,-9.184017162992191, -50.44300861394596,-9.329675531011326, -50.45060665695484,-9.36498124227359, -50.45120624535277,-9.375066155824317, -50.26103223373239,-9.402649676134361, -48.78365331475377,-9.613126968149446)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20050915,1.12679004909E12,1522144720738919,2005,"{""type"":""Polygon"",""coordinates"":[[[-48.78365331475377,-9.613126968149446],[-48.78172032342867,-9.613114518727755],[-48.780265773926274,-9.61223569517492],[-48.77801478531643,-9.6099726072489],[-48.65030141338314,-9.013648561402215],[-48.5553303512345,-8.566225412647002],[-48.459003563495266,-8.112051026951713],[-48.434823728951855,-7.995851486581512],[-48.43248154342254,-7.978463854407687],[-48.43221973201635,-7.97109870002297],[-48.80702263320213,-7.918227891234424],[-49.13038210395715,-7.872338422688706],[-50.09308760500716,-7.734156470687436],[-50.095187574606896,-7.734160966417588],[-50.137240865448106,-7.927111228197123],[-50.41120962038016,-9.184017162992195],[-50.44300861394596,-9.329675531011324],[-50.45060665695485,-9.36498124227359],[-50.45120624535277,-9.37506615582432],[-50.26103223373239,-9.40264967613436],[-48.78365331475377,-9.613126968149446]]]}"
1_2_LE07_223066_20051001,0.0,0.0,1.001057,2_19_0c,3.933,2.572,2.975,,,LE07_L1TP_223066_20051001_20170113_01_T1,1.484313749E12,0.6027749117248683,generate_pixel_qa_1.5.0,LANDSAT_7,2005-10-01T13:14:09.5393335Z,81.119934,28.729321,LEDAPS_3.2.0,223.0,66.0,351585139,[NDVI],<Element>,"LinearRing(-48.82078627340113,-9.609932809616442, -48.81445335888361,-9.610789907807801, -48.812749465639506,-9.609419366383348, -48.81162982975421,-9.607161144399235, -48.79595427858077,-9.537071583503442, -48.6623889038565,-8.914760764180494, -48.54093453670815,-8.345171453619159, -48.470354981370086,-8.011802086078706, -48.46376432060556,-7.976468619328547, -48.464934694136545,-7.969183293190771, -49.26863895468755,-7.85530083806532, -50.1239970589195,-7.732321685500082, -50.126925212691035,-7.73232767963842, -50.13673419972868,-7.777059748844799, -50.47675563682733,-9.335410894214176, -50.482575237697496,-9.36285881287081, -50.48317174194753,-9.372566341026822, -50.481945276090734,-9.372970320535966, -50.32682752228436,-9.395460301168566, -48.82078627340113,-9.609932809616442)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20051001,1.12817244954E12,1538943463183408,2005,"{""type"":""Polygon"",""coordinates"":[[[-48.82078627340113,-9.60993280961644],[-48.81445335888361,-9.610789907807803],[-48.81274946563951,-9.60941936638335],[-48.81162982975421,-9.607161144399235],[-48.79595427858077,-9.537071583503442],[-48.6623889038565,-8.914760764180496],[-48.54093453670815,-8.345171453619159],[-48.47035498137009,-8.011802086078708],[-48.46376432060556,-7.976468619328549],[-48.464934694136545,-7.96918329319077],[-49.26863895468755,-7.855300838065319],[-50.1239970589195,-7.7323216855000805],[-50.12692521269104,-7.73232767963842],[-50.13673419972868,-7.777059748844797],[-50.476755636827335,-9.335410894214176],[-50.482575237697496,-9.362858812870812],[-50.48317174194753,-9.37256634102682],[-50.48194527609074,-9.372970320535968],[-50.32682752228437,-9.395460301168566],[-48.82078627340113,-9.60993280961644]]]}"
1_2_LE07_223066_20060121,14.0,14.0,0.984112,2_19_0c,4.883,3.01,3.845,,,LE07_L1TP_223066_20060121_20170110_01_T1,1.484092752E12,0.7396925558093465,generate_pixel_qa_1.5.0,LANDSAT_7,2006-01-21T13:15:01.2956612Z,112.674828,34.364662,LEDAPS_3.2.0,223.0,66.0,331781066,[NDVI],<Element>,"LinearRing(-48.854015929335695,-9.605704384940605, -48.807670852187634,-9.612221506632054, -48.806160091630716,-9.610702888897668, -48.8002530657349,-9.591068002195657, -48.76417654132909,-9.424612382292144, -48.612420873961184,-8.713807169386955, -48.54893342072626,-8.415441649333058, -48.46170481021675,-8.003069949730326, -48.45751268572041,-7.976724593913585, -48.457215231578694,-7.96956949260105, -48.81572304573143,-7.918815885002712, -49.298310671434905,-7.849996999283608, -50.11797947890388,-7.7317666167494234, -50.120184111204985,-7.731771158372136, -50.1223886667234,-7.741483895999463, -50.4326243885788,-9.161158608605573, -50.47683881410263,-9.362854084500597, -50.47710910156026,-9.373064869128902, -50.34575683872866,-9.392198117289892, -48.854015929335695,-9.605704384940605)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060121,1.1378493013E12,1522144724390404,2006,"{""type"":""Polygon"",""coordinates"":[[[-48.854015929335695,-9.605704384940605],[-48.807670852187634,-9.612221506632054],[-48.80616009163072,-9.610702888897668],[-48.8002530657349,-9.591068002195657],[-48.76417654132909,-9.424612382292144],[-48.612420873961184,-8.713807169386953],[-48.548933420726264,-8.41544164933306],[-48.461704810216744,-8.003069949730326],[-48.4575126857204,-7.976724593913585],[-48.457215231578694,-7.96956949260105],[-48.81572304573143,-7.918815885002712],[-49.298310671434905,-7.849996999283606],[-50.11797947890388,-7.731766616749422],[-50.12018411120498,-7.731771158372138],[-50.122388666723396,-7.741483895999463],[-50.4326243885788,-9.161158608605575],[-50.476838814102635,-9.362854084500597],[-50.47710910156026,-9.373064869128902],[-50.34575683872866,-9.392198117289892],[-48.854015929335695,-9.605704384940605]]]}"
1_2_LE07_223066_20060614,0.0,0.0,1.015696,2_19_0c,3.833,2.606,2.811,,,LE07_L1TP_223066_20060614_20170108_01_T1,1.483877509E12,0.7753098442175348,generate_pixel_qa_1.5.0,LANDSAT_7,2006-06-14T13:15:05.5385663Z,42.732479,43.961449,LEDAPS_3.2.0,223.0,66.0,268680483,[NDVI],<Element>,"LinearRing(-48.81628075337068,-9.610788080754029, -48.815444462518585,-9.60853111406865, -48.81090837686965,-9.590859308539708, -48.77826627080761,-9.441784458477759, -48.663532873802694,-8.906362613449167, -48.51987801041188,-8.230086093536421, -48.48472646835012,-8.063132544940215, -48.466766888295105,-7.9751488802720445, -48.46709717920327,-7.968013892886359, -48.767001210429825,-7.925608174801394, -49.294228293113584,-7.850522979508655, -50.127504849788195,-7.730429474639052, -50.12943620257788,-7.73043342872142, -50.13541481683313,-7.756977196251466, -50.48585324071484,-9.364370527081748, -50.48583958628459,-9.37366009976543, -50.328930203002216,-9.396455880255564, -48.81791592974178,-9.612103324564629, -48.81628075337068,-9.610788080754029)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060614,1.15029090554E12,1538942944644693,2006,"{""type"":""Polygon"",""coordinates"":[[[-48.81628075337068,-9.610788080754029],[-48.81544446251859,-9.608531114068652],[-48.81090837686965,-9.590859308539708],[-48.77826627080762,-9.441784458477759],[-48.663532873802694,-8.906362613449167],[-48.51987801041188,-8.230086093536421],[-48.48472646835012,-8.063132544940215],[-48.46676688829511,-7.9751488802720445],[-48.46709717920327,-7.968013892886359],[-48.76700121042982,-7.925608174801394],[-49.29422829311359,-7.850522979508655],[-50.127504849788195,-7.730429474639052],[-50.12943620257788,-7.73043342872142],[-50.13541481683314,-7.7569771962514675],[-50.485853240714846,-9.364370527081748],[-50.4858395862846,-9.37366009976543],[-50.328930203002216,-9.396455880255564],[-48.81791592974178,-9.612103324564629],[-48.81628075337068,-9.610788080754029]]]}"
1_2_LE07_223066_20060630,0.0,0.0,1.016654,2_19_0c,4.754,2.918,3.753,,,LE07_L1TP_223066_20060630_20170108_01_T1,1.483847784E12,0.7526537788940425,generate_pixel_qa_1.5.0,LANDSAT_7,2006-06-30T13:14:59.8632633Z,43.633034,44.464432,LEDAPS_3.2.0,223.0,66.0,284401661,[NDVI],<Element>,"LinearRing(-48.807469788433565,-9.611173485649227, -48.80566899196724,-9.609664794670673, -48.80398316125992,-9.607687382936971, -48.65873724816827,-8.931548206967214, -48.508592932908996,-8.223610695623007, -48.45616195800476,-7.9745318230715885, -48.45708045534618,-7.967279679602768, -48.808113409776716,-7.9176912481808355, -49.35629239399574,-7.83964849152689, -50.116721540640945,-7.730135969462884, -50.11882915509991,-7.7301403558620345, -50.13423719058073,-7.800661197899054, -50.251061528395496,-8.336244411674816, -50.32376522717119,-8.66903990826878, -50.45383658311848,-9.26474433814733, -50.4694965216612,-9.33677114842166, -50.47501911968414,-9.362698654647728, -50.475879125591106,-9.372693698245751, -50.38200724182489,-9.386350113808659, -48.807469788433565,-9.611173485649227)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060630,1.15167329986E12,1538942947012784,2006,"{""type"":""Polygon"",""coordinates"":[[[-48.807469788433565,-9.611173485649227],[-48.80566899196724,-9.609664794670673],[-48.80398316125992,-9.607687382936971],[-48.65873724816828,-8.931548206967216],[-48.508592932909,-8.223610695623007],[-48.45616195800476,-7.9745318230715885],[-48.45708045534618,-7.9672796796027665],[-48.80811340977671,-7.9176912481808355],[-49.35629239399574,-7.83964849152689],[-50.116721540640945,-7.730135969462882],[-50.11882915509991,-7.730140355862033],[-50.134237190580734,-7.800661197899054],[-50.251061528395496,-8.336244411674816],[-50.32376522717119,-8.66903990826878],[-50.45383658311848,-9.26474433814733],[-50.469496521661206,-9.33677114842166],[-50.47501911968414,-9.36269865464773],[-50.475879125591106,-9.37269369824575],[-50.38200724182489,-9.386350113808659],[-48.807469788433565,-9.611173485649227]]]}"
1_2_LE07_223066_20060716,1.0,1.0,1.0164,2_19_0c,4.348,2.899,3.24,,,LE07_L1TP_223066_20060716_20170109_01_T1,1.48394327E12,0.7254526251672256,generate_pixel_qa_1.5.0,LANDSAT_7,2006-07-16T13:14:52.1216172Z,46.154934,43.684441,LEDAPS_3.2.0,223.0,66.0,284406099,[NDVI],<Element>,"LinearRing(-48.43893144292002,-7.974402845447305, -48.439476163832694,-7.973866446714071, -49.05552557776781,-7.883931685988835, -49.47822518876052,-7.821660186225705, -50.10027730520759,-7.729225427215947, -50.10063307529788,-7.729430049915379, -50.10280907526553,-7.7376387765960075, -50.10873972485154,-7.763976900393922, -50.438180843029336,-9.27350082632302, -50.4593431104131,-9.370122988451131, -50.45933971798903,-9.372320183228966, -48.79122320896418,-9.618056146537182, -48.78926733402762,-9.618043610471531, -48.78436230196416,-9.597738749034692, -48.77082791394056,-9.536368899243664, -48.641020549209486,-8.930487144777251, -48.511391991048335,-8.324653270263584, -48.48549518943032,-8.201676353671976, -48.44323174516933,-7.999703751000044, -48.43893144292002,-7.974402845447305)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060716,1.15305569212E12,1522144728024381,2006,"{""type"":""Polygon"",""coordinates"":[[[-48.43893144292002,-7.974402845447303],[-48.439476163832694,-7.973866446714071],[-49.0555255777678,-7.883931685988833],[-49.47822518876051,-7.821660186225703],[-50.10027730520759,-7.729225427215948],[-50.10063307529788,-7.729430049915381],[-50.10280907526553,-7.737638776596008],[-50.108739724851546,-7.763976900393923],[-50.438180843029336,-9.27350082632302],[-50.45934311041311,-9.370122988451131],[-50.45933971798903,-9.372320183228968],[-48.79122320896418,-9.618056146537183],[-48.78926733402763,-9.618043610471533],[-48.784362301964165,-9.597738749034692],[-48.77082791394056,-9.536368899243666],[-48.641020549209486,-8.930487144777251],[-48.511391991048335,-8.324653270263584],[-48.48549518943032,-8.201676353671978],[-48.44323174516932,-7.999703751000044],[-48.43893144292002,-7.974402845447303]]]}"
1_2_LE07_223066_20060801,3.0,3.0,1.014948,2_19_0c,3.8,2.448,2.907,,,LE07_L1TP_223066_20060801_20170107_01_T1,1.483814692E12,0.6811015497747352,generate_pixel_qa_1.5.0,LANDSAT_7,2006-08-01T13:14:46.8139392Z,50.125526,41.644253,LEDAPS_3.2.0,223.0,66.0,302757283,[NDVI],<Element>,"LinearRing(-50.09478964371516,-7.727647986649839, -50.096520356278404,-7.727651667176527, -50.09873181587393,-7.736274710009284, -50.10118736235976,-7.747229369210821, -50.13700150146946,-7.911373111610875, -50.284380341638546,-8.587566861452057, -50.443304939615004,-9.315023798205948, -50.45470189591525,-9.367980304641907, -50.454698424857895,-9.37021151713524, -48.78433093948092,-9.616192297216427, -48.78076822948804,-9.604502044957666, -48.76537740499311,-9.53443617583406, -48.6948639404065,-9.209694998308937, -48.55275724102773,-8.542621617282299, -48.49143298440856,-8.25268279775185, -48.435952033820584,-7.9893513822220354, -48.4337868854156,-7.972357667548338, -49.408830182905824,-7.829542313294148, -50.09478964371516,-7.727647986649839)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060801,1.15443808681E12,1522144728879158,2006,"{""type"":""Polygon"",""coordinates"":[[[-50.09478964371516,-7.7276479866498375],[-50.096520356278404,-7.727651667176527],[-50.09873181587393,-7.736274710009286],[-50.10118736235977,-7.74722936921082],[-50.13700150146946,-7.911373111610877],[-50.284380341638546,-8.587566861452059],[-50.443304939615004,-9.315023798205948],[-50.45470189591525,-9.367980304641907],[-50.4546984248579,-9.370211517135239],[-48.78433093948092,-9.616192297216429],[-48.78076822948804,-9.604502044957666],[-48.76537740499312,-9.534436175834063],[-48.694863940406506,-9.209694998308937],[-48.55275724102773,-8.542621617282299],[-48.49143298440856,-8.252682797751849],[-48.435952033820584,-7.989351382222035],[-48.4337868854156,-7.972357667548338],[-49.408830182905824,-7.829542313294148],[-50.09478964371516,-7.7276479866498375]]]}"
1_2_LE07_223066_20060817,1.0,1.0,1.0124,2_19_0c,3.974,2.65,2.961,,,LE07_L1TP_223066_20060817_20170107_01_T1,1.483794149E12,0.666473015021428,generate_pixel_qa_1.5.0,LANDSAT_7,2006-08-17T13:14:45.3352198Z,55.436764,38.493687,LEDAPS_3.2.0,223.0,66.0,299260201,[NDVI],<Element>,"LinearRing(-50.11315357534272,-7.7341326728043525, -50.117197128302166,-7.752599132215384, -50.46545734958928,-9.348310449404215, -50.469456042628515,-9.367460810917494, -50.46945335980857,-9.369214783461386, -48.79854101267027,-9.61523350259901, -48.795527232714456,-9.603507033668903, -48.784155723974116,-9.553521060521183, -48.76845679578327,-9.480767404274204, -48.6503117405094,-8.92729226787085, -48.532315134692475,-8.373856503347163, -48.483942428118326,-8.145546853232903, -48.45989923780114,-8.031259690896308, -48.45092417071461,-7.987280513322582, -48.44934700174495,-7.978318740256363, -48.448076503498335,-7.970418724762261, -49.121677943509766,-7.872028450127416, -49.4638081290497,-7.821607945121401, -50.110339126062044,-7.725549047246324, -50.1109731247244,-7.726184101967579, -50.11315357534272,-7.7341326728043525)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060817,1.15582048534E12,1522144729385658,2006,"{""type"":""Polygon"",""coordinates"":[[[-50.11315357534272,-7.7341326728043525],[-50.11719712830216,-7.752599132215384],[-50.46545734958928,-9.348310449404215],[-50.469456042628515,-9.367460810917494],[-50.46945335980857,-9.369214783461386],[-48.79854101267027,-9.61523350259901],[-48.795527232714456,-9.603507033668905],[-48.78415572397412,-9.553521060521183],[-48.76845679578327,-9.480767404274204],[-48.65031174050941,-8.92729226787085],[-48.53231513469248,-8.373856503347161],[-48.48394242811833,-8.145546853232904],[-48.45989923780114,-8.031259690896308],[-48.45092417071461,-7.987280513322582],[-48.44934700174495,-7.978318740256363],[-48.448076503498335,-7.9704187247622595],[-49.121677943509766,-7.872028450127416],[-49.4638081290497,-7.821607945121401],[-50.11033912606205,-7.725549047246324],[-50.1109731247244,-7.726184101967579],[-50.11315357534272,-7.7341326728043525]]]}"
1_2_LE07_223066_20060902,3.0,3.0,1.008932,2_19_0c,4.417,2.848,3.376,,,LE07_L1TP_223066_20060902_20170108_01_T1,1.483899224E12,0.6062827716038102,generate_pixel_qa_1.5.0,LANDSAT_7,2006-09-02T13:14:41.9448935Z,62.603016,34.85186,LEDAPS_3.2.0,223.0,66.0,355491587,[NDVI],<Element>,"LinearRing(-50.122584819398426,-7.731290683551921, -50.12672449492197,-7.7496331249382955, -50.17066769114323,-7.951328326929249, -50.32974345724079,-8.680718004165202, -50.38777797439315,-8.946479095140681, -50.45743454622529,-9.265575576055753, -50.478702835077904,-9.36338643861959, -50.4796399174339,-9.374757291134348, -48.80964608675498,-9.613388319623194, -48.807450380180995,-9.611181130430388, -48.793151389209825,-9.548171722551906, -48.770338426598386,-9.443089680400574, -48.66158719776071,-8.933599668030322, -48.55296288690055,-8.424142671173087, -48.47683135656313,-8.064168130326482, -48.4591455866307,-7.976186244412625, -48.45947834758483,-7.969002276381496, -50.122584819398426,-7.731290683551921)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060902,1.15720288194E12,1522144730276994,2006,"{""type"":""Polygon"",""coordinates"":[[[-50.12258481939843,-7.7312906835519195],[-50.12672449492197,-7.7496331249382955],[-50.17066769114323,-7.951328326929249],[-50.32974345724079,-8.680718004165202],[-50.38777797439315,-8.946479095140681],[-50.457434546225294,-9.265575576055753],[-50.47870283507791,-9.36338643861959],[-50.47963991743389,-9.374757291134348],[-48.80964608675499,-9.613388319623192],[-48.807450380180995,-9.61118113043039],[-48.79315138920983,-9.548171722551906],[-48.770338426598386,-9.443089680400572],[-48.66158719776071,-8.933599668030322],[-48.55296288690055,-8.424142671173087],[-48.47683135656313,-8.064168130326482],[-48.4591455866307,-7.976186244412625],[-48.45947834758483,-7.969002276381496],[-50.12258481939843,-7.7312906835519195]]]}"
1_2_LE07_223066_20060918,0.0,0.0,1.004789,2_19_0c,4.263,2.829,3.189,,,LE07_L1TP_223066_20060918_20170107_01_T1,1.483754492E12,0.6027469583172714,generate_pixel_qa_1.5.0,LANDSAT_7,2006-09-18T13:14:36.3872504Z,71.769699,31.155685,LEDAPS_3.2.0,223.0,66.0,356733263,[NDVI],<Element>,"LinearRing(-48.62652052371633,-7.95031891586337, -49.526385854740695,-7.818304385768783, -50.128032624892,-7.728918943924482, -50.130284469827615,-7.7376969742847335, -50.1381032114351,-7.772720314075292, -50.1534695888559,-7.8427577155237955, -50.166951138670456,-7.904650542774545, -50.48448544480666,-9.3614848542804, -50.4863907383059,-9.370470073805949, -50.48638734440047,-9.37276532850097, -48.81684943825694,-9.618401300955895, -48.810589464504694,-9.598184401691125, -48.79546694956176,-9.527848136295733, -48.75967111736137,-9.360863343550111, -48.61838154546446,-8.697712166864623, -48.477286161930145,-8.034619079777185, -48.46700080602832,-7.981665733507978, -48.46676704078352,-7.973785016603984, -48.46694834981405,-7.973514281363588, -48.62652052371633,-7.95031891586337)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20060918,1.15858527639E12,1538943762016186,2006,"{""type"":""Polygon"",""coordinates"":[[[-48.62652052371632,-7.9503189158633685],[-49.52638585474069,-7.818304385768783],[-50.128032624892,-7.72891894392448],[-50.13028446982762,-7.7376969742847335],[-50.13810321143511,-7.772720314075292],[-50.1534695888559,-7.842757715523794],[-50.166951138670456,-7.904650542774545],[-50.48448544480666,-9.3614848542804],[-50.4863907383059,-9.370470073805949],[-50.48638734440047,-9.37276532850097],[-48.81684943825694,-9.618401300955894],[-48.810589464504694,-9.598184401691125],[-48.79546694956176,-9.527848136295733],[-48.759671117361364,-9.360863343550111],[-48.61838154546446,-8.697712166864623],[-48.477286161930145,-8.034619079777187],[-48.46700080602832,-7.981665733507978],[-48.46676704078353,-7.973785016603984],[-48.466948349814054,-7.97351428136359],[-48.62652052371632,-7.9503189158633685]]]}"
1_2_LE07_223066_20070124,10.0,10.0,0.984378,2_19_0c,5.441,4.417,3.178,,,LE07_L1TP_223066_20070124_20170105_01_T1,1.483586233E12,0.7524522322667898,generate_pixel_qa_1.5.0,LANDSAT_7,2007-01-24T13:15:22.2075623Z,111.52919,34.305695,LEDAPS_3.2.0,223.0,66.0,336797273,[NDVI],<Element>,"LinearRing(-50.109316285728006,-7.724965144651765, -50.111252236853886,-7.73331994234902, -50.13631661178381,-7.847878418291918, -50.28179082467819,-8.514571852857266, -50.44043780977367,-9.239732579391044, -50.467544799583045,-9.366643317969698, -50.4675411699975,-9.369020793990602, -48.79745502389559,-9.615754407274846, -48.793885882096454,-9.60404480355853, -48.78989793980456,-9.586655203972594, -48.77450882698166,-9.516327064197675, -48.662569017692675,-8.993256081584017, -48.55076618861696,-8.470219979704186, -48.451632966320794,-8.004639121819613, -48.44820401693668,-7.986980820102201, -48.44661374045954,-7.970071493777094, -49.06152720352291,-7.8801624932199905, -49.596355178745036,-7.801180265432402, -50.10803154302485,-7.724962486758631, -50.109316285728006,-7.724965144651765)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20070124,1.16964452221E12,1522144734899024,2007,"{""type"":""Polygon"",""coordinates"":[[[-50.10931628572801,-7.7249651446517635],[-50.11125223685388,-7.73331994234902],[-50.13631661178381,-7.847878418291919],[-50.28179082467819,-8.514571852857266],[-50.44043780977367,-9.239732579391045],[-50.46754479958305,-9.366643317969698],[-50.467541169997496,-9.369020793990602],[-48.79745502389559,-9.615754407274846],[-48.79388588209645,-9.604044803558534],[-48.78989793980456,-9.586655203972594],[-48.77450882698166,-9.516327064197673],[-48.662569017692675,-8.993256081584017],[-48.55076618861696,-8.470219979704186],[-48.451632966320794,-8.004639121819615],[-48.44820401693668,-7.986980820102201],[-48.44661374045954,-7.970071493777094],[-49.061527203522914,-7.8801624932199905],[-49.596355178745036,-7.801180265432404],[-50.10803154302486,-7.724962486758631],[-50.10931628572801,-7.7249651446517635]]]}"
1_2_LE07_223066_20070225,3.0,3.0,0.98988,2_19_0c,5.94,2.791,5.244,,,LE07_L1TP_223066_20070225_20170104_01_T1,1.483556807E12,0.8251719543386381,generate_pixel_qa_1.5.0,LANDSAT_7,2007-02-25T13:15:33.9753339Z,93.376465,33.544056,LEDAPS_3.2.0,223.0,66.0,301280442,[NDVI],<Element>,"LinearRing(-48.81408716593318,-9.611848582590723, -48.81325152148055,-9.609878951580146, -48.80205146413549,-9.566127492575975, -48.69590368955914,-9.069250259466353, -48.5898847532527,-8.572407525031887, -48.520861829476544,-8.24690148501075, -48.49311098033993,-8.114967486372937, -48.46350678229762,-7.974029326991661, -48.46471664337622,-7.966777041438484, -48.74713963696926,-7.926857060338124, -49.29287377973833,-7.849161204167712, -50.126138195686735,-7.7290887273721935, -50.13079618238221,-7.7495243027355745, -50.17636977251531,-7.95812307208115, -50.48094462736116,-9.350783030996032, -50.48376572634697,-9.364426465576352, -50.48453998242713,-9.374617615092536, -48.91088283924381,-9.600086868583062, -48.815709772525835,-9.613479496572305, -48.81408716593318,-9.611848582590723)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20070225,1.17240933398E12,1522144735439571,2007,"{""type"":""Polygon"",""coordinates"":[[[-48.81408716593318,-9.611848582590723],[-48.81325152148055,-9.609878951580146],[-48.80205146413549,-9.566127492575976],[-48.69590368955913,-9.069250259466353],[-48.58988475325269,-8.572407525031887],[-48.520861829476544,-8.246901485010747],[-48.49311098033993,-8.114967486372935],[-48.46350678229762,-7.974029326991661],[-48.46471664337622,-7.966777041438486],[-48.74713963696926,-7.926857060338122],[-49.29287377973833,-7.849161204167712],[-50.126138195686735,-7.7290887273721935],[-50.13079618238221,-7.749524302735576],[-50.1763697725153,-7.95812307208115],[-50.480944627361154,-9.350783030996032],[-50.48376572634697,-9.364426465576352],[-50.48453998242713,-9.374617615092538],[-48.910882839243804,-9.600086868583062],[-48.815709772525835,-9.613479496572305],[-48.81408716593318,-9.611848582590723]]]}"
1_2_LE07_223066_20070516,1.0,1.0,1.011074,2_19_0c,4.325,2.578,3.473,,,LE07_L1TP_223066_20070516_20170103_01_T1,1.483460835E12,0.7850562947799385,generate_pixel_qa_1.5.0,LANDSAT_7,2007-05-16T13:15:26.9776247Z,46.356693,40.43589,LEDAPS_3.2.0,223.0,66.0,278794715,[NDVI],<Element>,"LinearRing(-48.76500394329547,-9.602217649723569, -48.76273961674666,-9.59326888988957, -48.70687931121864,-9.33449656775314, -48.605759613642356,-8.860039018723514, -48.504743706096505,-8.385612260262508, -48.45163189919506,-8.13504307037808, -48.437369782034594,-8.067176335851858, -48.428505359802415,-8.023222304050986, -48.42346675913494,-7.995776486656722, -48.433880609720575,-7.987235032285111, -48.955830949880145,-7.913288848042738, -50.13342190614062,-7.743918556716637, -50.13650880704384,-7.751803154031625, -50.14699029502554,-7.7984124610601855, -50.42295405122172,-9.061833832917552, -50.47966248839808,-9.322349628700207, -50.48451283199936,-9.345494248075829, -50.48544471409112,-9.357440535321867, -48.77757913537487,-9.601961391052235, -48.76500394329547,-9.602217649723569)",LANDSAT/LE07/C01/T1_SR/LE07_223066_20070516,1.17932132698E12,1522144737237596,2007,"{""type"":""Polygon"",""coordinates"":[[[-48.765003943295476,-9.60221764972357],[-48.76273961674666,-9.593268889889568],[-48.70687931121864,-9.334496567753142],[-48.605759613642356,-8.860039018723514],[-48.504743706096505,-8.385612260262508],[-48.45163189919506,-8.135043070378082],[-48.437369782034594,-8.06717633585186],[-48.42850535980242,-8.023222304050988],[-48.42346675913494,-7.995776486656724],[-48.433880609720575,-7.987235032285112],[-48.955830949880145,-7.913288848042738],[-50.133421906140626,-7.743918556716637],[-50.13650880704384,-7.751803154031625],[-50.146990295025546,-7.7984124610601855],[-50.42295405122172,-9.061833832917552],[-50.47966248839808,-9.32234962870021],[-50.48451283199936,-9.345494248075829],[-50.48544471409112,-9.357440535321867],[-48.777579135374864,-9.601961391052235],[-48.765003943295476,-9.60221764972357]]]}"
